,timestamp_level_BRLS,mean_vwap_15_BRLS,timestamp_level_SPY_BRLS,mean_vwap_15_SPY_BRLS,15th_ptile_lead_30days_BRLS,85th_ptile_lead_30days_BRLS,15th_ptile_lead_15days_BRLS,85th_ptile_lead_15days_BRLS,10th_ptile_lag_25days_BRLS,30th_ptile_lag_25days_BRLS,50th_ptile_lag_25days_BRLS,70th_ptile_lag_25days_BRLS,90th_ptile_lag_25days_BRLS,10th_ptile_lag_50days_BRLS,30th_ptile_lag_50days_BRLS,50th_ptile_lag_50days_BRLS,70th_ptile_lag_50days_BRLS,90th_ptile_lag_50days_BRLS,10th_ptile_lag_75days_BRLS,30th_ptile_lag_75days_BRLS,50th_ptile_lag_75days_BRLS,70th_ptile_lag_75days_BRLS,90th_ptile_lag_75days_BRLS,change_lag_2510th_ptile_BRLS,change_lag_2530th_ptile_BRLS,change_lag_2550th_ptile_BRLS,change_lag_2570th_ptile_BRLS,change_lag_2590th_ptile_BRLS,change_lag_5010th_ptile_BRLS,change_lag_5030th_ptile_BRLS,change_lag_5050th_ptile_BRLS,change_lag_5070th_ptile_BRLS,change_lag_5090th_ptile_BRLS,change_lag_7510th_ptile_BRLS,change_lag_7530th_ptile_BRLS,change_lag_7550th_ptile_BRLS,change_lag_7570th_ptile_BRLS,change_lag_7590th_ptile_BRLS,change_lead_15_15th_ptile_BRLS,change_lead_15_85th_ptile_BRLS,change_lead_30_15th_ptile_BRLS,change_lead_30_85th_ptile_BRLS,last_earnings_date_BRLS,next_earnings_date_BRLS,days_since_earnings_BRLS,days_before_earnings_BRLS
0,,,2023-11-13 13:30:00+00:00,439.6359048628721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,2023-11-13 13:45:00+00:00,439.2816260485476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,2023-11-13 14:00:00+00:00,439.1960572523456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,2023-11-13 14:15:00+00:00,439.16209497822666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-11-13 14:30:00+00:00,0.025514058963669938,2023-11-13 14:30:00+00:00,438.9736660853508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,0.025514058963669938,2023-11-13 14:45:00+00:00,438.74127100730703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,0.025514058963669938,2023-11-13 15:00:00+00:00,438.85737948818536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,0.025514058963669938,2023-11-13 15:15:00+00:00,439.0106987213755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,0.025514058963669938,2023-11-13 15:30:00+00:00,439.33290825672447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,0.025514058963669938,2023-11-13 15:45:00+00:00,439.709447790442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,0.025514058963669938,2023-11-13 16:00:00+00:00,439.7837984555278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,0.025514058963669938,2023-11-13 16:15:00+00:00,440.05892660268927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,0.025514058963669938,2023-11-13 16:30:00+00:00,440.5449878566746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,0.025514058963669938,2023-11-13 16:45:00+00:00,441.06098595417797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,0.025514058963669938,2023-11-13 17:00:00+00:00,440.80742007434463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,0.025514058963669938,2023-11-13 17:15:00+00:00,440.7010238738944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,0.025514058963669938,2023-11-13 17:30:00+00:00,440.612706068289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,0.025514058963669938,2023-11-13 17:45:00+00:00,440.3595302414121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,0.025514058963669938,2023-11-13 18:00:00+00:00,440.31992151597126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,0.025514058963669938,2023-11-13 18:15:00+00:00,440.4981195026944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,0.025514058963669938,2023-11-13 18:30:00+00:00,440.2914072147384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,0.025514058963669938,2023-11-13 18:45:00+00:00,440.80383398078936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,0.025514058963669938,2023-11-13 19:00:00+00:00,440.57038658104756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,0.025514058963669938,2023-11-13 19:15:00+00:00,440.63056232191786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,0.025514058963669938,2023-11-13 19:30:00+00:00,440.9974443390648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,0.025514058963669938,2023-11-13 19:45:00+00:00,440.77839962126177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,0.025514058963669938,2023-11-14 13:30:00+00:00,444.8234973393018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,0.025514058963669938,2023-11-14 13:45:00+00:00,446.2244270408566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,0.025514058963669938,2023-11-14 14:00:00+00:00,446.1394074746326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,0.025514058963669938,2023-11-14 14:15:00+00:00,446.28577086273657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,0.025514058963669938,2023-11-14 14:30:00+00:00,446.6313675159049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,0.025514058963669938,2023-11-14 14:45:00+00:00,447.5795793813629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,0.025514058963669938,2023-11-14 15:00:00+00:00,448.1320085693036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,0.025514058963669938,2023-11-14 15:15:00+00:00,448.40932797674077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,0.025514058963669938,2023-11-14 15:30:00+00:00,448.9894414428171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,0.025514058963669938,2023-11-14 15:45:00+00:00,449.11338925097255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,0.025514058963669938,2023-11-14 16:00:00+00:00,449.3046809148387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,0.025514058963669938,2023-11-14 16:15:00+00:00,449.40739546523633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,0.025514058963669938,2023-11-14 16:30:00+00:00,449.35913373057747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,0.025514058963669938,2023-11-14 16:45:00+00:00,449.0722493083736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,0.025514058963669938,2023-11-14 17:00:00+00:00,448.34939346845925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,,0.025514058963669938,2023-11-14 17:15:00+00:00,448.13366913096456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,,0.025514058963669938,2023-11-14 17:30:00+00:00,448.4023955272375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,0.025514058963669938,2023-11-14 17:45:00+00:00,448.62230481163897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,0.025514058963669938,2023-11-14 18:00:00+00:00,448.7140918756276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,,0.025514058963669938,2023-11-14 18:15:00+00:00,448.6412573545237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,0.025514058963669938,2023-11-14 18:30:00+00:00,448.89139815597485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,0.025514058963669938,2023-11-14 18:45:00+00:00,448.59763696667983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,0.025514058963669938,2023-11-14 19:00:00+00:00,448.0046760961819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,0.025514058963669938,2023-11-14 19:15:00+00:00,448.2680482920044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,0.025514058963669938,2023-11-14 19:30:00+00:00,448.9237599879866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,,0.025514058963669938,2023-11-14 19:45:00+00:00,449.2944327889709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,,0.025514058963669938,2023-11-15 13:30:00+00:00,450.7629822018562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,0.025514058963669938,2023-11-15 13:45:00+00:00,450.18525291775273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,0.025514058963669938,2023-11-15 14:00:00+00:00,450.0385659463776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,,0.025514058963669938,2023-11-15 14:15:00+00:00,449.91785638609235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,2023-11-15 14:30:00+00:00,0.024715433251597464,2023-11-15 14:30:00+00:00,450.32591121098886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,,0.024715433251597464,2023-11-15 14:45:00+00:00,449.8471651854051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,0.024715433251597464,2023-11-15 15:00:00+00:00,450.1280401402886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,0.024715433251597464,2023-11-15 15:15:00+00:00,450.80616411340924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
