,timestamp_level_WYHG,mean_vwap_15_WYHG,timestamp_level_SPY_WYHG,mean_vwap_15_SPY_WYHG,15th_ptile_lead_15days_WYHG,85th_ptile_lead_15days_WYHG,15th_ptile_lead_30days_WYHG,85th_ptile_lead_30days_WYHG,10th_ptile_lag_25days_WYHG,30th_ptile_lag_25days_WYHG,50th_ptile_lag_25days_WYHG,70th_ptile_lag_25days_WYHG,90th_ptile_lag_25days_WYHG,10th_ptile_lag_50days_WYHG,30th_ptile_lag_50days_WYHG,50th_ptile_lag_50days_WYHG,70th_ptile_lag_50days_WYHG,90th_ptile_lag_50days_WYHG,10th_ptile_lag_75days_WYHG,30th_ptile_lag_75days_WYHG,50th_ptile_lag_75days_WYHG,70th_ptile_lag_75days_WYHG,90th_ptile_lag_75days_WYHG,change_lag_2510th_ptile_WYHG,change_lag_2530th_ptile_WYHG,change_lag_2550th_ptile_WYHG,change_lag_2570th_ptile_WYHG,change_lag_2590th_ptile_WYHG,change_lag_5010th_ptile_WYHG,change_lag_5030th_ptile_WYHG,change_lag_5050th_ptile_WYHG,change_lag_5070th_ptile_WYHG,change_lag_5090th_ptile_WYHG,change_lag_7510th_ptile_WYHG,change_lag_7530th_ptile_WYHG,change_lag_7550th_ptile_WYHG,change_lag_7570th_ptile_WYHG,change_lag_7590th_ptile_WYHG,change_lead_15_15th_ptile_WYHG,change_lead_15_85th_ptile_WYHG,change_lead_30_15th_ptile_WYHG,change_lead_30_85th_ptile_WYHG,last_earnings_date_WYHG,next_earnings_date_WYHG,days_since_earnings_WYHG,days_before_earnings_WYHG
0,,,2023-11-13 13:30:00+00:00,439.6359048628721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,2023-11-13 13:45:00+00:00,439.2816260485476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,2023-11-13 14:00:00+00:00,439.1960572523456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,2023-11-13 14:15:00+00:00,439.16209497822666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,2023-11-13 14:30:00+00:00,438.9736660853508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,2023-11-13 14:45:00+00:00,438.74127100730703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,2023-11-13 15:00:00+00:00,438.85737948818536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,2023-11-13 15:15:00+00:00,439.0106987213755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,2023-11-13 15:30:00+00:00,439.33290825672447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,2023-11-13 15:45:00+00:00,439.709447790442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,2023-11-13 16:00:00+00:00,439.7837984555278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,2023-11-13 16:15:00+00:00,440.05892660268927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,2023-11-13 16:30:00+00:00,440.5449878566746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,2023-11-13 16:45:00+00:00,441.06098595417797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,2023-11-13 17:00:00+00:00,440.80742007434463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,2023-11-13 17:15:00+00:00,440.7010238738944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,2023-11-13 17:30:00+00:00,440.612706068289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,2023-11-13 17:45:00+00:00,440.3595302414121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,2023-11-13 18:00:00+00:00,440.31992151597126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,2023-11-13 18:15:00+00:00,440.4981195026944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,2023-11-13 18:30:00+00:00,440.2914072147384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,2023-11-13 18:45:00+00:00,440.80383398078936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,2023-11-13 19:00:00+00:00,440.57038658104756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,2023-11-13 19:15:00+00:00,440.63056232191786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,,2023-11-13 19:30:00+00:00,440.9974443390648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,,2023-11-13 19:45:00+00:00,440.77839962126177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,,2023-11-14 13:30:00+00:00,444.8234973393018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,,2023-11-14 13:45:00+00:00,446.2244270408566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,,2023-11-14 14:00:00+00:00,446.1394074746326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,,2023-11-14 14:15:00+00:00,446.28577086273657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,,2023-11-14 14:30:00+00:00,446.6313675159049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,,2023-11-14 14:45:00+00:00,447.5795793813629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,,2023-11-14 15:00:00+00:00,448.1320085693036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,,2023-11-14 15:15:00+00:00,448.40932797674077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,,2023-11-14 15:30:00+00:00,448.9894414428171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,,2023-11-14 15:45:00+00:00,449.11338925097255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,,2023-11-14 16:00:00+00:00,449.3046809148387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,,2023-11-14 16:15:00+00:00,449.40739546523633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,,2023-11-14 16:30:00+00:00,449.35913373057747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,,2023-11-14 16:45:00+00:00,449.0722493083736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,,2023-11-14 17:00:00+00:00,448.34939346845925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,,,2023-11-14 17:15:00+00:00,448.13366913096456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,,,2023-11-14 17:30:00+00:00,448.4023955272375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,,2023-11-14 17:45:00+00:00,448.62230481163897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,,2023-11-14 18:00:00+00:00,448.7140918756276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,,,2023-11-14 18:15:00+00:00,448.6412573545237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,,2023-11-14 18:30:00+00:00,448.89139815597485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,,2023-11-14 18:45:00+00:00,448.59763696667983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,,2023-11-14 19:00:00+00:00,448.0046760961819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,,2023-11-14 19:15:00+00:00,448.2680482920044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,,2023-11-14 19:30:00+00:00,448.9237599879866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,,,2023-11-14 19:45:00+00:00,449.2944327889709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,,,2023-11-15 13:30:00+00:00,450.7629822018562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,,2023-11-15 13:45:00+00:00,450.18525291775273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,,2023-11-15 14:00:00+00:00,450.0385659463776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,,,2023-11-15 14:15:00+00:00,449.91785638609235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,,2023-11-15 14:30:00+00:00,450.32591121098886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,,,2023-11-15 14:45:00+00:00,449.8471651854051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,,2023-11-15 15:00:00+00:00,450.1280401402886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,,2023-11-15 15:15:00+00:00,450.80616411340924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,,,2023-11-15 15:30:00+00:00,450.8142859352781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,,,2023-11-15 15:45:00+00:00,451.18107788585814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,,,2023-11-15 16:00:00+00:00,451.0270820209516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,,2023-11-15 16:15:00+00:00,450.8256178745855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,,,2023-11-15 16:30:00+00:00,450.1358796115133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,,2023-11-15 16:45:00+00:00,449.96229732861684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,,,2023-11-15 17:00:00+00:00,449.8265013082914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
